ID;character_name;build_name;artifact_set_1_label;artifact_set_1;artifact_set_2;artifact_set_3_label;artifact_set_3;artifact_set_4;artifact_set_5_label;artifact_set_5;artifact_set_6;artifact_set_7_label;artifact_set_7;artifact_set_8;artifact_set_9_label;artifact_set_9;artifact_set_10;sands_1;sands_2;sands_3;goblet_1;goblet_2;circlet_1;circlet_2;circlet_3;substats_1;substats_2;substats_3;substats_4;substats_5;flatstats_1;flatstats_2;er_min;er_max;note
78;Kinich;Dendro Main DPS;Recommended Set;Obsidian Codex;;Burning Only;Unfinished Reverie;;;;;;;;;;;ATK%;;;Dendro DMG Bonus;;CRIT DMG;CRIT Rate;;CRIT DMG;CRIT Rate;ATK%;Energy Recharge;;Flat ATK;;100;100;Reverie can only do burning reactions, whereas obsidian can also do burgeon. With OC make sure to not overshoot Crate
79;Kirara;Shielder;;Tenacity of the Millelith;Vourukasha's Glow;;Tenacity of the Millelith;;;;;;;;;;;HP%;;;HP%;;HP%;;;HP%;Flat HP;;;;;;100;100;
80;Kirara;Support;For ATK Buffs;Noblesse Oblige;;For DMG Buffs;Scroll of the Hero of Cinder City;;For EM Buffs;Instructor;;For Dendro Parties;Deepwood Memories;;;;;Energy Recharge;HP%;;HP%;;HP%;CRIT Rate (Favonius);;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;120;160;ER not relevant for Instructor
81;Klee;Pyro Main DPS;For Vape/Melt;Crimson Witch of Flames;;Generalist Alternative;Crimson Witch of Flames;Gladiator's Finale;With Furina;Marechaussee Hunter;;;;;;;;ATK%;EM (Vape/Melt);;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;EM (Vape/Melt);;;Flat ATK;;110;140;Witch assumes vape/melt. Mono Pyro can be very strong if played in the right team (e.g. with Benny, Xiangling, Kazuha)
82;Klee;Transformative Reaction DPS;Recommended Set;Gilded Dreams;;For Burgeon;Flower of Paradise Lost;;Third Choice;Gilded Dreams;Wanderer's Troupe;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;;;;;;100;140;This build focusses on DPS through transformative reactions (i.e. burgeon, burning and overloaded). Not necessary to build ER but you also have no better substats.
83;Kujou Sara;Electro Sub DPS;;Emblem of Severed Fate;;;;;;;;;;;;;;Energy Recharge;ATK%;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;170;230;
84;Kujou Sara;Buffer Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;ATK%;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;170;230;
85;Kuki Shinobu;Hyperbloom Trigger;;Flower of Paradise Lost;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;HP%;Flat HP;;;;100;100;Flower is better, but gilded dreams is easier to farm because you need Deepwood for the team anyway
86;Kuki Shinobu;Healer/Support;For ATK Buffs;Tenacity of the Millelith;;For DMG Buffs;Scroll of the Hero of Cinder City;;;;;;;;;;;HP%;Elemental Mastery;;HP%;Elemental Mastery;Healing Bonus;HP%;;HP%;Flat HP;Elemental Mastery;Energy Recharge;;;;100;100;
87;Layla;Shielder/Support;Recommended Set;Tenacity of the Millelith;;Second Choice;Scroll of the Hero of Cinder City;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;CRIT Rate (Favonius);;HP%;Flat HP;Energy Recharge;CRIT Rate (Favonius);;;;150;220;scroll if you cant make use of the atk buff but wanna buff cryo+something (at expense of shield strength)
88;Layla;Cryo Sub DPS;Recommended Set;Blizzard Strayer;;Second Choice;Tenacity of the Millelith;;Third Choice;Emblem of Severed Fate;;;;;;;;HP%;Energy Recharge;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;Energy Recharge;CRIT DMG;CRIT Rate;HP%;;Flat HP;;130;220;Blizzard ideal for freeze/mono cryo, otherwise tenacity but if ATK buff not helpful (e.g. Hu Tao), then emblem is an option. C2 lowers ER requirement
89;Lisa;Electro Main DPS;Recommended Set;Thundering Fury;;Alternative Set;Thundersoother;;;;;;;;;;;ATK%;Elemental Mastery;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;110;150;
90;Lisa;Electro Sub DPS;;Emblem of Severed Fate;;;;;;;;;;;;;;Energy Recharge;ATK%;Elemental Mastery;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;180;210;
91;Lisa;Electro Reaction DPS;Recommended Set;Gilded Dreams;;For Hyperbloom;Flower of Paradise Lost;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);;;;;160;220;
92;Lisa;Support;For ATK Buffs;Noblesse Oblige;;For DMG Buffs;Scroll of the Hero of Cinder City;;For EM Buffs;Instructor;;;;;;;;Energy Recharge;;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;200;300;
93;Lynette;Anemo Sub DPS;Recommended Set;Viridescent Venerer;;Alternative Set;Emblem of Severed Fate;;For Xiao;Noblesse Oblige;;;;;;;;Energy Recharge;ATK%;;Anemo DMG Bonus;ATK%;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;140;200;VV as generalist, but if not needed in team, Emblem for maximizing own damage. NO can be used to buff, especially when paired with Xiao
94;Lynette;Swirl Sub DPS;;Viridescent Venerer;;;;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);;;;;140;200;
95;Lynette;C6 Swirl Driver;Recommended Set;Marechaussee Hunter;;For Swirl Damage;Viridescent Venerer;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;Elemental Mastery;;Flat ATK;;140;170;Use MH to increase personal damage or VV if you are swirling the element of strong off-field dps's
96;Lyney;Pyro Main DPS;;Marechaussee Hunter;;;;;;;;;;;;;;ATK%;EM (Vape/Melt);;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;EM (Vape/Melt);Energy Recharge;;Flat ATK;;120;135;
97;Mika;Healer/Support;Recommended Set;Noblesse Oblige;;Second Choice;Ocean-Hued Clam;;Second Choice;Song of Days Past;;;;;;;;Energy Recharge;HP%;;HP%;;Healing Bonus;HP%;CRIT Rate (Favonius);Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;135;230;"Noblesse is strongly recommended but if either someone else in the team is using it better or no one can make use of the buff, Clam is the best alternative to maximize damage output. Alternatively songs of days past provides good healing but is not as resin-efficient to farm as clam. Without noblesse, ER can be ignored; at C4, ER requirement is at the lower end"
98;Mona;Support;;Noblesse Oblige;;;Tenacity of the Millelith;;;;;;;;;;;Energy Recharge;;;Hydro DMG Bonus;ATK%;CRIT Rate (Favonius);CRIT DMG;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;ATK%;;Flat ATK;;220;300;prioritize ER substats, with enough ER, Mona can gain enough Hydro DMG Bonus to the point where ATK Goblet is better
99;Mona;Hydro Sub DPS;;Emblem of Severed Fate;;;Noblesse Oblige;Heart of Depth;;;;;;;;;;ATK%;Elemental Mastery;;Hydro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;200;250;Emblem prioritizes burst, 2pc options can be tweaked for an on-field playstyle (e.g. replace noblesse for Gladiator or Nymph)
100;Mualani;Hydro Main DPS;;Obsidian Codex;;;Heart of Depth;;;;;;;;;;;HP%;Elemental Mastery;;Hydro DMG Bonus;HP%;CRIT DMG;HP%;CRIT Rate;CRIT DMG;HP%;Elemental Mastery;CRIT Rate;;Flat HP;;100;100;do not farm heart of depth, only use it if you already have it. With OC make sure to not overshoot CRate
101;Nahida;Dendro Reaction Support;;Deepwood Memories;;;Scroll of the Hero of Cinder City;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;Flat ATK;;100;160;Generalist set for dendro reactions. Only one per party needed, nahida is the best holder.
102;Nahida;Dendro Main DPS;;Deepwood Memories;;;;;;;;;;;;;;Elemental Mastery;;;Dendro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Elemental Mastery;ATK%;Energy Recharge;;Flat ATK;;100;160;On-Field variant of dendro. More focus on DPS stats rather than EM.
103;Nahida;Dendro Sub DPS;;Golden Troupe;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Dendro DMG Bonus;Elemental Mastery;Elemental Mastery;CRIT Rate/DMG;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;Flat ATK;;100;160;Maximizes Nahida's personal damage in an off-field playstyle, preferable when she is the only dendro in party. Gilded not recommended if Nahida doesnt trigger many reactions
104;Nahida;ATK Buffer;;Tenacity of the Millelith;;;;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;Dendro DMG Bonus;Elemental Mastery;CRIT Rate/DMG;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;Flat ATK;;100;160;Potential Best-in-Slot if the team has ATK-scaling characters who deal significantly more damage than Nahida (e.g., Yae Miko, Fischl)
105;Navia;Geo Main DPS;Recommended Set;Nighttime Whispers in the Echoing Woods;;With Furina;Marechaussee Hunter;;;;;;;;;;;ATK%;Energy Recharge;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;120;160;go for crit dmg when building MH, because rate comes from set bonus
106;Neuvillette;Hydro Main DPS;;Marechaussee Hunter;;;;;;;;;;;;;;HP%;;;Hydro DMG Bonus;HP%;CRIT DMG;HP%;CRIT Rate;HP%;CRIT DMG;CRIT Rate;Energy Recharge;EM (Vaporize);Flat HP;;110;150;
107;Nilou;Bountiful Bloom;Recommended Set;Tenacity of the Millelith;Vourukasha's Glow;Second Choice;Tenacity of the Millelith;Wanderer's Troupe;;;;;;;;;;HP%;;;HP%;;HP%;;;HP%;Elemental Mastery;Flat HP;;;;;100;130;Note that EM is only beneficial to Nilou if she actually triggers the bloom (which is rarer to happen the more hydros there are)
108;Ningguang;Geo Main DPS;Recommended Set;Nighttime Whispers in the Echoing Woods;;Second Choice;Archaic Petra;Gladiator's Finale;;;;;;;;;;ATK%;;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;120;140;
109;Ningguang;Support;Recommended Set;Archaic Petra;;Second Choice;Scroll of the Hero of Cinder City;;;;;;;;;;;ATK%;;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;120;140;
110;Noelle;Geo Main DPS;;Husk of Opulent Dreams;;With Furina;Marechaussee Hunter;;;;;;;;;;;DEF%;;;Geo DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;DEF%;ATK%;;Flat DEF;Flat ATK;110;150;with furina, def becomes a valid main stat on all pieces. It becomes important to balance healing and damage
111;Noelle;Wet Rock – On-Field Support;;Archaic Petra;;;;;;;;;;;;;;Energy Recharge;;;DEF%;;DEF%;Healing Bonus;;Energy Recharge;DEF%;Flat DEF;;;;;200;300;Niche build that does not go for Noelle's personal damage. Mainly played with Furina, Yelan and Xinqiu who are all off-field but gain hydro damage bonus from the crystal shards.
112;Ororon;Electro Sub DPS;;Scroll of the Hero of Cinder City;;;;;;;;;;;;;;Energy Recharge;ATK%;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;120;195;
113;Ororon;Hyperbloom Trigger;Recommended Set;Scroll of the Hero of Cinder City;;Second Choice;Flower of Paradise Lost;;;;;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;Electro DMG Bonus;Elemental Mastery;CRIT Rate/DMG;;Energy Recharge;Elemental Mastery;CRIT Rate/DMG;ATK%;;Flat ATK;;120;195;EM is mainly important for the hyperbloom damage but since Ororon is still gonna do a lot of electro-charged in such a team, it is also okay to boost his personal damage with DPS stats a little
114;Qiqi;Healer;;Ocean-Hued Clam;;;;;;;;;;;;;;ATK%;;;ATK%;Physical DMG Bonus;Healing Bonus;CRIT Rate/DMG;;ATK%;CRIT Rate/DMG;Energy Recharge;;;Flat ATK;;250;300;high ER requirement because qiqi does not generate energy particles
115;Raiden Shogun;Electro Main DPS;Recommended Set;Emblem of Severed Fate;;With Furina;Marechaussee Hunter;;;;;;;;;;;Energy Recharge;ATK%;EM (Aggravate);Electro DMG Bonus;ATK%;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;ATK%;EM (Aggravate);;Flat ATK;;200;220;if you have weapon, ER always better than attack
116;Raiden Shogun;Hyperbloom Trigger;Recommended Set;Flower of Paradise Lost;;Alternative Set;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;CRIT Rate (Favonius);;;;;;100;100;Flower of Paradise lost gives more damage but Gilded dreams is easier to farm if you nee deepwood memories for your dendro support
117;Razor;Aggravate Main DPS;Recommended Set;Thundering Fury;;Second Choice;Thundersoother;;Third Choice;Pale Flame;;Third Choice;Gilded Dreams;;;;;ATK%;Elemental Mastery;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;Elemental Mastery;ATK%;;Flat ATK;;110;180;
118;Razor;Physical Main DPS;Recommended Set;Pale Flame;;Second Choice;Thundersoother;;Second Choice;Gladiator's Finale;;With Furina;Marechaussee Hunter;;;;;ATK%;;;Physical DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;110;180;
119;Razor;Transformative Reaction DPS;Recommended Set;Gilded Dreams;;For Hyperbloom;Flower of Paradise Lost;;Third Choice;Gilded Dreams;Wanderer's Troupe;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);;;;;140;180;Gilded dreams for Overloaded, Electro-Charged or Superconduct
120;Rosaria;Support;For ATK Buffs;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;ATK%;;Cryo DMG Bonus;;CRIT Rate;CRIT DMG;;Energy Recharge;CRIT Rate;CRIT DMG;ATK%;;Flat ATK;;170;200;
121;Rosaria;Melt Sub DPS;;Gilded Dreams;;;Emblem of Severed Fate;;;Lavawalker;;;;;;;;Elemental Mastery;ATK%;;Cryo DMG Bonus;;CRIT Rate;CRIT DMG;;Energy Recharge;CRIT Rate;CRIT DMG;Elemental Mastery;ATK%;Flat ATK;;170;200;Gilded dreams is recommended, Lavawalker can be used if you have great pieces. If you are struggling with ER, Emblem is the better option for you.
122;Rosaria;Freeze Sub DPS;;Blizzard Strayer;;;;;;;;;;;;;;Energy Recharge;ATK%;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;Energy Recharge;CRIT DMG;CRIT Rate;ATK%;;Flat ATK;;175;205;do not go over 45% crit rate
123;Sangonomiya Kokomi;Healer/Support;Recommended Set;Ocean-Hued Clam;;For ATK Buffs;Tenacity of the Millelith;;For DMG Buffs;Scroll of the Hero of Cinder City;;For EM Buffs;Instructor;;;;;HP%;Energy Recharge;;HP%;Hydro DMG Bonus;Healing Bonus;HP%;;HP%;Flat HP;Energy Recharge;;;;;100;200;Clam for best healing and clamage, other sets if you want to go more support. If you heal enough, you can consider the dmg stats instead of hp. ER for more dps is on the higher end, otherwise just burst when you need healing.
124;Sangonomiya Kokomi;Nilou Bloom Support;;Flower of Paradise Lost;;;Ocean-Hued Clam;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;HP%;Flat HP;;;;130;165;
125;Sangonomiya Kokomi;Kritkomi – Crit Main DPS;In Cryo Teams;Blizzard Strayer;;With Furina;Marechaussee Hunter;;If You're Insane;Heart of Depth;;If You're Insane;Nymph's Dream;;;;;HP%;;;Hydro DMG Bonus;;CRIT Rate;;;CRIT Rate;CRIT DMG;Energy Recharge;HP%;Elemental Mastery;Flat HP;;170;200;"Meme build. Needs a crit weapon and crit rate on every artifact. BS: play with cryo resonance and Rosaria to buff your crit. Easies to get get crit up. MH: play with furina to get the MH buff to push your crit rate; getting crit up is harder but you get more damage. maximum damage with HoD/ND but you need at least 20% crit rate of every one of your pieces."
126;Sayu;Healer/Support;Recommended Set;Viridescent Venerer;;Second Choice;Ocean-Hued Clam;;For ATK Buffs;Noblesse Oblige;;;;;;;;Energy Recharge;ATK%;Elemental Mastery;ATK%;Elemental Mastery;Healing Bonus;ATK%;CRIT Rate (Favonius);Energy Recharge;CRIT Rate (Favonius);ATK%;Elemental Mastery;;;;150;250;Balance ATK and EM to balance between healing and swirling, ER requirement changes depending on how often you want to burst
127;Sayu;Swirl Driver;;Viridescent Venerer;;;;;;;;;;;;;;Elemental Mastery;ATK%;;Elemental Mastery;Anemo DMG Bonus;Elemental Mastery;CRIT Rate/DMG;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;;;120;180;
128;Sethos;Aggravate Main DPS;For Charged Shots;Wanderer's Troupe;;CS Alternative;Gilded Dreams;;For Normal Attacks;Desert Pavilion Chronicle;;;;;;;;Elemental Mastery;Energy Recharge;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;Elemental Mastery;ATK%;;Flat ATK;;130;160;
129;Shenhe;Support;Recommended Set;Noblesse Oblige;;Second Choice;Gladiator's Finale;Shimenawa's Reminiscence;Second Choice;Blizzard Strayer;;;;;;;;Energy Recharge;ATK%;;ATK%;;ATK%;;;Energy Recharge;ATK%;CRIT Rate/DMG;Flat ATK;;;;160;200;If NO is already in the party, blizzard is a good alternative in freeze/mono cryo and the 2pc for other parties
130;Shikanoin Heizou;Swirl Driver;;Viridescent Venerer;;;;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;;;;;;100;180;
131;Shikanoin Heizou;Anemo Main DPS;Recommended Set;Golden Troupe;;Alternative Set;Viridescent Venerer;Gladiator's Finale;Alternative Set;Desert Pavilion Chronicle;;Stronger Swirls;Viridescent Venerer;;With Furina;Marechaussee Hunter;;ATK%;;;Anemo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;100;180;Golden Troupe is usually the best, but the other constellations can compete if substats are good. VV when you have strong off-field dps that you want to swirl (Furina, Fischl)
132;Sigewinne;Healer;;Ocean-Hued Clam;;;Song of Days Past;;;;;;;;;;;HP%;Energy Recharge;;HP%;Hydro DMG Bonus;HP%;CRIT Rate/DMG;;HP%;CRIT Rate/DMG;Flat HP;Energy Recharge;;;;155;190;Sigewinne as a healer can forgo ER
133;Sucrose;Support/Swirl Driver;;Viridescent Venerer;;;;;;;;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;;;;;;150;200;Off-field playstyle requires ER, on field driver can forgo ER
134;Tartaglia;Hydro Main DPS;Recommended Set;Nymph's Dream;;Alternative Set;Heart of Depth;Gladiator's Finale;Second Choice;Heart of Depth;;;;;;;;ATK%;;;Hydro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;Elemental Mastery;;Flat ATK;;110;150;ER requirement is for his ranged burst, which is recommended. Melee burst goes up to 200%
135;Thoma;Transformative Reaction DPS;Recommended Set;Gilded Dreams;;For Burgeon;Flower of Paradise Lost;;Third Choice;Gilded Dreams;Wanderer's Troupe;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;HP%;Flat HP;;;;200;290;Gilded dreams can also be used for burning.
136;Thoma;Support;For ATK Buffs;Noblesse Oblige;;For DMG Buffs;Scroll of the Hero of Cinder City;;;;;;;;;;;Energy Recharge;;;HP%;;CRIT Rate (Favonius);HP%;;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;200;290;
137;Thoma;Shielder;;Tenacity of the Millelith;Emblem of Severed Fate;;;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;CRIT Rate (Favonius);;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;200;290;build for pure shielding, needs to get burst up to shield better
138;Tighnari;Dendro Main DPS;Recommended Set;Wanderer's Troupe;;Alternative Set;Gilded Dreams;;One Per Party;Deepwood Memories;;;;;;;;Elemental Mastery;ATK%;;Dendro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;100;160;Have you ever noticed how Cyno attracts people that like to fire charged shots? You will need one Deepwood in your party. If no one else can wear this, put it on Tighnari.
139;Venti;Swirl Sub DPS;;Viridescent Venerer;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;CRIT Rate (Favonius);;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);ATK%;CRIT DMG;Flat ATK;;165;200;Use Gilded Dreams if VV is already held by another party member.
140;Venti;Anemo Sub DPS;;Viridescent Venerer;;;Emblem of Severed Fate;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;ATK%;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;165;200;
141;Wanderer;Anemo Main DPS;Recommended Set;Desert Pavilion Chronicle;;Alternative Set;Shimenawa's Reminiscence;;With Furina;Marechaussee Hunter;;;;;;;;ATK%;;;Anemo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;100;135;for C2+ do not use shimenawa
142;Wriothesley;Melt Main DPS;Recommended Set;Marechaussee Hunter;;For Burnmelt;Unfinished Reverie;;Third Choice;Shimenawa's Reminiscence;;;;;;;;ATK%;Elemental Mastery;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;CRIT DMG;CRIT Rate;Elemental Mastery;ATK%;;Flat ATK;;100;125;MH is BiS, reverie second, shimenawa is third. With MH make sure to not overshoot CRATE
143;Wriothesley;Freeze & Mono Cryo Main DPS;Recommended Set;Marechaussee Hunter;;Second Choice;Blizzard Strayer;;Third Choice;Shimenawa's Reminiscence;;;;;;;;ATK%;;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;CRIT DMG;CRIT Rate;ATK%;Energy Recharge (C2);;Flat ATK;;100;125;ER is valid to build if you have him C2 or higher
144;Xiangling;Pyro Sub DPS;Recommended Set;Emblem of Severed Fate;;For Vape/Melt;Crimson Witch of Flames;;Vape/Melt Alternative;Gilded Dreams;;;;;;;;Energy Recharge;ATK%;Elemental Mastery;Pyro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;200;300;Emblem is the best set, the others are worse alternatives that are still valid if you have them lying around. EM is recommended when you have a lot of reactions, ATK if not.
145;Xianyun;Support/Healer;Recommended Set;Viridescent Venerer;;Alternative Set;Ocean-Hued Clam;;For ATK Buffs;Noblesse Oblige;;For DMG Buffs;Song of Days Past;;;;;Energy Recharge;ATK%;;ATK%;;ATK%;;;Energy Recharge;ATK%;Flat ATK;CRIT Rate (Favonius);;;;220;300;Use VV if there is something to swirl (on or off field), otherwise you can go for clamage. If no one else in the party has NO, it's very valid (+musthave for Xiao). Songs is worse than clam but still valid if you have. 4500 ATK maximum
146;Xiao;Anemo Main DPS;;Vermillion Hereafter;;;Marechaussee Hunter;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;ATK%;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;120;170;MH particularly valid with xianyun
147;Xilonen;Support/Healer;;Scroll of the Hero of Cinder City;;;;;;;;;;;;;;DEF%;Energy Recharge;;DEF%;;DEF%;Healing Bonus;CRIT Rate (Favonius);DEF%;Energy Recharge;Flat DEF;CRIT Rate (Favonius);;;;110;200;
148;Xilonen;Geo Sub DPS;Recommended Set;Obsidian Codex;;Alternative Set;Husk of Opulent Dreams;;One Per Party;Scroll of the Hero of Cinder City;;;;;;;;DEF%;;;Geo DMG Bonus;DEF%;CRIT DMG;CRIT Rate;;CRIT DMG;CRIT Rate;DEF%;Energy Recharge;;Flat DEF;;110;200;Meant for Geo-leaning teams, where Xilonen switches to DPS mode. If no other Natlan support in your party has scroll, give it to Xilonen
149;Xingqiu;Hydro Sub DPS;Recommended Set;Emblem of Severed Fate;;For ATK Buffs;Noblesse Oblige;;;;;;;;;;;ATK%;Energy Recharge;;Hydro DMG Bonus;;CRIT Rate (Favonius);CRIT DMG;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;ATK%;;Flat ATK;;190;240;Emblem is easier to farm, but if no one else in the team has noblesse, xinqiu should be wearing it
150;Xinyan;Physical Main DPS;;Pale Flame;;;Pale Flame;Bloodstained Chivalry;;Gladiator's Finale;;;;;;;;ATK%;Energy Recharge;;Physical DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;ATK%;DEF%;;Flat ATK;Flat DEF;160;200;
151;Xinyan;Shielder;;Tenacity of the Millelith;;;;;;;;;;;;;;DEF%;;;DEF%;;DEF%;;;DEF%;Flat DEF;;;;;;n/a;n/a;
152;Yae Miko;Electro Sub DPS;Recommended Set;Golden Troupe;;For Quicken;Gilded Dreams;;;;;;;;;;;ATK%;EM (Quicken);;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;EM (Quicken);Energy Recharge;;Flat ATK;;100;160;can forgo ER
153;Yanfei;Pyro Main DPS;Recommended Set;Crimson Witch of Flames;;;Gilded Dreams;;;Wanderer's Troupe;;With Furina;Marechaussee Hunter;;;;;ATK%;Elemental Mastery;;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate;CRIT DMG;Elemental Mastery;ATK%;;Flat ATK;;100;120;Crit slightly better than DMG because of her A4 Passive. Aim for 3:5 instead of 1:2 but also dont go out of your way for it.
154;Yanfei;Transformative Reaction DPS;Recommended Set;Gilded Dreams;;For Burgeon;Flower of Paradise Lost;;Third Choice;Gilded Dreams;Wanderer's Troupe;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;;;;;;100;120;This build focusses on DPS through transformative reactions (i.e. burgeon, burning and overloaded). You want no crit in order to not trigger her A4 passive
155;Yaoyao;Healer/Support;Recommended Set;Deepwood Memories;;For ATK Buffs;Tenacity of the Millelith;;For EM Buffs;Instructor;;;;;;;;HP%;Energy Recharge;;HP%;;Healing Bonus;HP%;;Energy Recharge;HP%;Elemental Mastery;Flat HP;;;;150;270;
156;Yaoyao;Nilou Bloom Support;;Deepwood Memories;;;;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;HP%;Flat HP;;;;115;235;
