ID;character_name;build_name;artifact_set_1_label;artifact_set_1;artifact_set_2;artifact_set_3_label;artifact_set_3;artifact_set_4;artifact_set_5_label;artifact_set_5;artifact_set_6;artifact_set_7_label;artifact_set_7;artifact_set_8;artifact_set_9_label;artifact_set_9;artifact_set_10;sands_1;sands_2;sands_3;goblet_1;goblet_2;circlet_1;circlet_2;circlet_3;substats_1;substats_2;substats_3;substats_4;substats_5;flatstats_1;flatstats_2;er_min;er_max;note
85;Kirara;Shielder;;Tenacity of the Millelith;Vourukasha's Glow;;Tenacity of the Millelith;;;;;;;;;;;HP%;;;HP%;;HP%;;;HP%;Flat HP;;;;;;100;160;
86;Kirara;Support;;Deepwood Memories;;;Noblesse Oblige;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;CRIT Rate (Favonius);;HP%;Energy Recharge;CRIT Rate (Favonius);Flat HP;;;;100;160;
87;Klee;Pyro Main DPS;For Vape/Melt;Crimson Witch of Flames;;Generalist Alternative;Crimson Witch of Flames;Gladiator's Finale;With Furina;Marechaussee Hunter;;;;;;;;ATK%;EM (Vape/Melt);;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;EM (Vape/Melt);;;Flat ATK;;110;140;Witch assumes vape/melt. Mono Pyro can be very strong if played in the right team (e.g. with Benny, Xiangling, Kazuha)
88;Klee;Transformative Reaction DPS;Recommended Set;Gilded Dreams;;Burgeon Only;Flower of Paradise Lost;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;;;;;;100;140;This build focusses on DPS through transformative reactions (i.e. burgeon, burning and overloaded). Not necessary to build ER but you also have no better substats.
89;Kujou Sara;Electro Sub DPS;;Emblem of Severed Fate;;;;;;;;;;;;;;Energy Recharge;ATK%;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;170;230;
90;Kujou Sara;Buffer Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;ATK%;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;170;230;
91;Kuki Shinobu;Hyperbloom Trigger;;Flower of Paradise Lost;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;HP%;Flat HP;;;;n/a;n/a;Flower is better, but gilded dreams is easier to farm because you need Deepwood for the team anyway
92;Kuki Shinobu;Healer;;Tenacity of the Millelith;;;;;;;;;;;;;;HP%;Elemental Mastery;;HP%;Elemental Mastery;Healing Bonus;HP%;;HP%;Flat HP;Elemental Mastery;Energy Recharge;;;;n/a;n/a;
93;Layla;Shielder;;Tenacity of the Millelith;;;;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;CRIT Rate (Favonius);;HP%;Flat HP;Energy Recharge;CRIT Rate (Favonius);;;;150;220;
94;Layla;Cryo Sub DPS;;Blizzard Strayer;;;;;;;;;;;;;;HP%;Energy Recharge;;Cryo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;HP%;;;Flat HP;;150;220;
95;Lisa;Electro Main DPS;Recommended Set;Thundering Fury;;Alternative Set;Thundersoother;;For Aggravate;Gilded Dreams;;;;;;;;ATK%;Elemental Mastery;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;110;150;
96;Lisa;Burst Sub DPS;For Max Burst DMG;Emblem of Severed Fate;;For ATK Buffs;Noblesse Oblige;;For Quicken;Gilded Dreams;;;;;;;;Energy Recharge;ATK%;Elemental Mastery;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;130;180;
97;Lisa;Electro Reaction DPS;Recommended Set;Gilded Dreams;;For Hyperbloom;Flower of Paradise Lost;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);;;;;160;220;
98;Lynette;Anemo Sub DPS;Recommended Set;Viridescent Venerer;;Alternative Set;Emblem of Severed Fate;;For Xiao;Noblesse Oblige;;;;;;;;Energy Recharge;ATK%;;Anemo DMG Bonus;ATK%;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;140;200;VV as generalist, but if not needed in team, Emblem for maximizing own damage. NO can be used to buff, especially when paired with Xiao
99;Lynette;Swirl  Sub DPS;;Viridescent Venerer;;;;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);;;;;140;200;
100;Lynette;C6 On-Field DPS;Recommended Set;Marechaussee Hunter;;For Swirl Damage;Viridescent Venerer;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;Elemental Mastery;;Flat ATK;;140;170;Use MH to increase personal damage or VV if you are swirling the element of strong off-field dps's
101;Lyney;Pyro Main DPS;;Marechaussee Hunter;;;;;;;;;;;;;;ATK%;EM (Vape/Melt);;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;EM (Vape/Melt);Energy Recharge;;Flat ATK;;120;135;
102;Mika;Healer/Buffer;;Noblesse Oblige;;;Ocean-Hued Clam;;;Song of Days Past;;;;;;;;Energy Recharge;HP%;;HP%;;Healing Bonus;HP%;CRIT Rate (Favonius);Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;170;200;Noblesse is strongly recommended but if either someone else in the team is using it better or no one can make use of the buff, Clam is the best alternative to maximize damage output. Alternatively songs of days past provides good healing but is not as resin-efficient to farm as clam. Without noblesse, ER can be ignored.
103;Mona;Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;;;Hydro DMG Bonus;ATK%;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;;;;;220;250;prioritize ER substats, with enough ER, Mona can gain enough  Hydro DMG Bonus to the point where ATK Goblet is better
104;Mona;Burst Sub DPS;;Emblem of Severed Fate;;;;;;;;;;;;;;ATK%;Elemental Mastery;;Hydro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;150;200;
105;Mualani;Hydro Main DPS;;Obsidian Codex;;;Heart of Depth;;;;;;;;;;;HP%;Elemental Mastery;;Hydro DMG Bonus;HP%;CRIT DMG;HP%;;CRIT DMG;HP%;Elemental Mastery;CRIT Rate;;Flat HP;;n/a;n/a;do not farm heart of depth, only use it if you already have it
106;Nahida;Dendro Reaction Support;;Deepwood Memories;;;Scroll of the Hero of Cinder City;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;Flat ATK;;100;160;Generalist set for dendro reactions. Only one per party needed, nahida is the best holder.
107;Nahida;Dendro Main DPS;;Deepwood Memories;;;;;;;;;;;;;;Elemental Mastery;;;Dendro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Elemental Mastery;ATK%;Energy Recharge;;Flat ATK;;100;160;On-Field variant of dendro. More focus on DPS stats rather than EM.
108;Nahida;Dendro Sub DPS;;Golden Troupe;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Dendro DMG Bonus;Elemental Mastery;Elemental Mastery;CRIT Rate/DMG;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;Flat ATK;;100;160;Maximizes Nahida's personal damage in an off-field playstyle, preferable when she is the only dendro in party. Gilded not recommended if Nahida doesnt trigger many reactions
109;Nahida;ATK Buffer;;Tenacity of the Millelith;;;;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;Dendro DMG Bonus;Elemental Mastery;CRIT Rate/DMG;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;Flat ATK;;100;160;Potential Best-in-Slot if the team has ATK-scaling characters who deal significantly more damage than Nahida (e.g., Yae Miko, Fischl)
110;Navia;Geo Main DPS;;Nighttime Whispers in the Echoing Woods;;With Furina;Marechaussee Hunter;;;;;;;;;;;ATK%;Energy Recharge;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;120;160;go for crit dmg when building MH, because rate comes from set bonus
111;Neuvillette;Hydro Main DPS;;Marechaussee Hunter;;;;;;;;;;;;;;HP%;;;Hydro DMG Bonus;HP%;CRIT DMG;HP%;CRIT Rate;HP%;CRIT DMG;CRIT Rate;Energy Recharge;EM (Vaporize);Flat HP;;110;150;
112;Nilou;Off-Field Bloom Support;;Tenacity of the Millelith;Vourukasha's Glow;;Tenacity of the Millelith;Wanderer's Troupe;;;;;;;;;;HP%;;;HP%;;HP%;;;HP%;Elemental Mastery;Flat HP;;;;;100;130;
113;Ningguang;Geo Main DPS;Recommended Set;Nighttime Whispers in the Echoing Woods;;Alternative Set;Archaic Petra;Gladiator's Finale;For Party-wide Buffs;Archaic Petra;;;;;;;;ATK%;;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;110;140;
114;Noelle;Geo Main DPS;;Husk of Opulent Dreams;;With Furina;Marechaussee Hunter;;;;;;;;;;;DEF%;;;Geo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;DEF%;ATK%;Energy Recharge;;Flat DEF;Flat ATK;100;150;
115;Noelle;On-Field Support;;Archaic Petra;;;;;;;;;;;;;;Energy Recharge;;;DEF%;;DEF%;Healing Bonus;;Energy Recharge;DEF%;Flat DEF;;;;;200;300;Niche build that does not go for Noelle's personal damage. Mainly played with Furina, Yelan and Xinqiu who are all off-field but gain hydro damage bonus from the crystal shards.
116;Ororon;Electro Sub DPS;;Scroll of the Hero of Cinder City;;;;;;;;;;;;;;Energy Recharge;ATK%;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;120;195;
117;Qiqi;Healer;;Ocean-Hued Clam;;;;;;;;;;;;;;ATK%;;;ATK%;Physical DMG Bonus;Healing Bonus;CRIT Rate/DMG;;ATK%;CRIT Rate/DMG;Energy Recharge;;;Flat ATK;;250;300;high ER requirement because qiqi does not generate energy particles
118;Raiden Shogun;Electro Main DPS;Recommended Set;Emblem of Severed Fate;;With Furina;Marechaussee Hunter;;;;;;;;;;;Energy Recharge;ATK%;EM (Aggravate);Electro DMG Bonus;ATK%;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;ATK%;EM (Aggravate);;Flat ATK;;200;220;if you have weapon, ER always better than attack
119;Raiden Shogun;Hyperbloom Trigger;;Flower of Paradise Lost;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;CRIT Rate (Favonius);;;;;;100;100;Flower of Paradise lost gives more damage but Gilded dreams is easier to farm if you nee deepwood memories for your dendro support
120;Razor;Aggravate Main DPS;Recommended Set;Thundering Fury;;Second Choice;Thundersoother;;Third Choice;Pale Flame;;;;;;;;ATK%;Elemental Mastery;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;Elemental Mastery;ATK%;;Flat ATK;;110;180;
121;Razor;Physical Main DPS;Recommended Set;Pale Flame;;Second Choice;Thundersoother;;Third Choice;Gladiator's Finale;;With Furina;Marechaussee Hunter;;;;;ATK%;;;Physical DMG Bonus;ATK%;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;;;Flat ATK;;110;180;
122;Razor;Transformative Reaction DPS;Recommended Set;Gilded Dreams;;For Hyperbloom;Flower of Paradise Lost;;;;;;;;;;;Elemental Mastery;Energy Recharge;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);;;;;140;180;Gilded dreams for Overloaded, Electro-Charged or Superconduct
123;Rosaria;Reverse Melt Main DPS;;Gilded Dreams;;;Lavawalker;;;;;;;;;;;Elemental Mastery;ATK%;;Cryo DMG Bonus;;CRIT Rate;CRIT DMG;;Energy Recharge;CRIT Rate;CRIT DMG;Elemental Mastery;ATK%;Flat ATK;;190;240;Gilded dreams is recommended, Lavawalker can be used if you have great pieces. If you are struggling with ER, Emblem is the better option for you.
124;Rosaria;Freeze Sub DPS;;Blizzard Strayer;;;;;;;;;;;;;;Energy Recharge;ATK%;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;Energy Recharge;CRIT DMG;CRIT Rate;ATK%;;Flat ATK;;190;240;do not go over 45% crit rate
125;Rosaria;Generalist Cryo Sub DPS;;Emblem of Severed Fate;;;;;;;;;;;;;;Energy Recharge;ATK%;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;Energy Recharge;CRIT DMG;CRIT Rate;ATK%;;Flat ATK;;190;240;Prioritize CRate over DMG to maximize Rosaria's passive crit buff
126;Rosaria;Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;;;Cryo DMG Bonus;;CRIT Rate;CRIT DMG;;Energy Recharge;CRIT Rate;CRIT DMG;ATK%;;Flat ATK;;190;240;
127;Sangonomiya Kokomi;Healer;;Ocean-Hued Clam;;;Tenacity of the Millelith;;;;;;;;;;;HP%;Energy Recharge;;HP%;Hydro DMG Bonus;Healing Bonus;HP%;;HP%;Flat HP;Energy Recharge;;;;;170;220;Clam increases Kokomi's personal damage and is good for on-field during her burst, milelith buffs the rest of the party and is good for an off-field Kokomi
128;Sangonomiya Kokomi;Kritkomi – Crit Main DPS;In Cryo Teams;Blizzard Strayer;;With Furina;Marechaussee Hunter;;If You're Insane;Heart of Depth;;If You're Insane;Nymph's Dream;;;;;HP%;;;Hydro DMG Bonus;;CRIT Rate;;;CRIT Rate;CRIT DMG;Elemental Mastery;HP%;Flat HP;;;170;200;"Meme build. Needs a crit weapon and crit rate on every artifact. BS: play with cryo resonance and Rosaria to buff your crit. Easies to get get crit up. MH: play with furina to get the MH buff to push your crit rate; getting crit up is harder but you get more damage. maximum damage with HoD/ND but you need at least 20% crit rate of every one of your pieces."
129;Sayu;Support/Healer;;Viridescent Venerer;;;;;;;;;;;;;;Energy Recharge;ATK%;Elemental Mastery;ATK%;Elemental Mastery;Healing Bonus;Elemental Mastery;CRIT Rate/DMG;Energy Recharge;ATK%;Elemental Mastery;CRIT Rate (Favonius);;;;150;200;
130;Sayu;Swirl Driver;;Viridescent Venerer;;;;;;;;;;;;;;Elemental Mastery;ATK%;;Elemental Mastery;Anemo DMG Bonus;Elemental Mastery;CRIT Rate/DMG;;Elemental Mastery;CRIT Rate/DMG;ATK%;Energy Recharge;;;;100;140;
131;Sethos;Aggravate Charged Shot DPS;Recommended Set;Wanderer's Troupe;;Second Choice;Desert Pavilion Chronicle;;Third Choice;Gilded Dreams;;;;;;;;Elemental Mastery;Energy Recharge;;Electro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;Elemental Mastery;ATK%;;Flat ATK;;130;160;
132;Shenhe;Buffer Support;;Noblesse Oblige;;;Gladiator's Finale;Shimenawa's Reminiscence;;;;;;;;;;Energy Recharge;ATK%;;ATK%;;ATK%;;;ATK%;Energy Recharge;CRIT Rate/DMG;Flat ATK;;;;160;200;Use 2pc combinations if NO is already in your party
133;Shikanoin Heizou;Swirl Driver;;Viridescent Venerer;;;;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;;;;;;100;180;
134;Shikanoin Heizou;Anemo Main DPS;;Golden Troupe;;;Viridescent Venerer;Gladiator's Finale;;Desert Pavilion Chronicle;;;;;;;;ATK%;;;Anemo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;100;180;Golden Troupe is usually the best, but the other constellations can compete if substats are good
135;Shikanoin Heizou;Hybrid DPS;;Viridescent Venerer;;;;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;100;180;This build goes for both his personal damage output and swirl reactions and does neither as good as the more focussed builds
136;Sigewinne;Healer;;Ocean-Hued Clam;;;Song of Days Past;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;;;HP%;Flat HP;CRIT Rate/DMG;Energy Recharge;;;;130;200;Sigewinne as a healer can forgo ER
137;Sucrose;Anemo Support/Driver;;Viridescent Venerer;;;;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;;;;;;140;200;Off-field playstyle requires ER, on field driver can forgo ER
138;Tartaglia;Hydro Main DPS;Recommended Set;Nymph's Dream;;Alternative Set;Heart of Depth;Gladiator's Finale;Second Choice;Heart of Depth;;;;;;;;ATK%;;;Hydro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;Elemental Mastery;;Flat ATK;;110;150;ER requirement is for his ranged burst, which is recommended. Melee burst goes up to 200%
139;Thoma;Burgeon Sub DPS;;Flower of Paradise Lost;;;Gilded Dreams;;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;HP%;Flat HP;;;;165;250;Gilded dreams can also be used for burning.
140;Thoma;Burning Sub DPS;;Gilded Dreams;;;Gilded Dreams;Wanderer's Troupe;;;;;;;;;;Energy Recharge;Elemental Mastery;;Elemental Mastery;;Elemental Mastery;;;Energy Recharge;Elemental Mastery;HP%;Flat HP;;;;165;250;If you want to do burgeon, switch to flower of paradise lost
141;Thoma;Off-Field Burst Support;;Noblesse Oblige;;;;;;;;;;;;;;Energy Recharge;HP%;;HP%;;CRIT Rate (Favonius);HP%;;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;;;
142;Thoma;Shielder;;Tenacity of the Millelith;Emblem of Severed Fate;;;;;;;;;;;;;HP%;Energy Recharge;;HP%;;HP%;CRIT Rate (Favonius);;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;;;build for pure shielding, needs to get burst up to shield
143;Tighnari;Dendro Chardged Shot DPS;Recommended Set;Wanderer's Troupe;;Equally Good;Gilded Dreams;;For Resistance Shred;Deepwood Memories;;;;;;;;ATK%;Elemental Mastery;;Dendro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;120;170;You will need one Deepwood in your party. If no one else can wear this, put it on Tighnari.
144;Venti;Swirl Sub DPS;;Viridescent Venerer;;;Gilded Dreams;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;CRIT Rate (Favonius);;Energy Recharge;Elemental Mastery;CRIT Rate (Favonius);ATK%;CRIT DMG;Flat ATK;;165;200;Use Gilded Dreams if VV is already held by another party member.
145;Venti;Anemo Sub DPS;;Viridescent Venerer;;;Emblem of Severed Fate;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;ATK%;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;165;200;
146;Wanderer;Anemo Main DPS;;Desert Pavilion Chronicle;;;Shimenawa's Reminiscence;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;105;135;do not farm shimenawa, only use if if you dont wanna farm pavilion and have it lying around
147;Wriothesley;Melt Main DPS;;Marechaussee Hunter;;;Shimenawa's Reminiscence;;;;;;;;;;;Elemental Mastery;ATK%;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;CRIT DMG;CRIT Rate;Elemental Mastery;ATK%;;Flat ATK;;100;125;MH is BiS, shimenawa is second
148;Wriothesley;Freeze/Mono Cryo Main DPS;;Marechaussee Hunter;;;Shimenawa's Reminiscence;;;Blizzard Strayer;;;;;;;;ATK%;;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;CRIT DMG;CRIT Rate;ATK%;;;Flat ATK;;100;125;MH is BiS, shimenawa and blizzard are second best
149;Wriothesley;Burnmelt DPS;;Unfinished Reverie;;;;;;;;;;;;;;Elemental Mastery;ATK%;;Cryo DMG Bonus;;CRIT DMG;CRIT Rate;;CRIT DMG;CRIT Rate;Elemental Mastery;ATK%;;Flat ATK;;100;125;
150;Xiangling;Burst Sub DPS;;Emblem of Severed Fate;;;Crimson Witch of Flames;;;Gilded Dreams;;;;;;;;Energy Recharge;Elemental Mastery;ATK%;Pyro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;ATK%;Elemental Mastery;;Flat ATK;;200;280;Emblem is the best set, the others are worse alternatives that are still valid if you have them lying around
151;Xianyun;Plunge Support;Recommended Set;Viridescent Venerer;;Recommended Set;Ocean-Hued Clam;;Alternative Set;Noblesse Oblige;;Alternative Set;Song of Days Past;;;;;Energy Recharge;ATK%;;ATK%;;ATK%;;;Energy Recharge;ATK%;Flat ATK;CRIT Rate (Favonius);;;;200;300;Use VV if there is something to swirl (on or off field), otherwise you can go for clamage. If no one else in the party has NO, it's very valid. Songs is worse than clam but still valid if you have. 4500 ATK maximum
152;Xiao;Anemo Main DPS;;Vermillion Hereafter;;;Marechaussee Hunter;;;;;;;;;;;ATK%;;;Anemo DMG Bonus;ATK%;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;120;140;MH particularly valid with xianyun
153;Xilonen;Support/Healer;;Scroll of the Hero of Cinder City;;;;;;;;;;;;;;DEF%;Energy Recharge;;DEF%;;DEF%;Healing Bonus;CRIT Rate (Favonius);DEF%;Energy Recharge;CRIT Rate (Favonius);;;Flat DEF;;110;200;
154;Xingqiu;Burst Sub DPS;;Emblem of Severed Fate;;;Noblesse Oblige;;;;;;;;;;;ATK%;Energy Recharge;;Hydro DMG Bonus;;CRIT Rate (Favonius);CRIT DMG;;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;ATK%;;Flat ATK;;150;220;Emblem is easier to farm, but if no one else in the team has noblesse, xinqiu should be wearing it
155;Xinyan;Physical Main DPS;;Pale Flame;;;Pale Flame;Bloodstained Chivalry;;Gladiator's Finale;;;;;;;;ATK%;Energy Recharge;;Physical DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Energy Recharge;ATK%;DEF%;;Flat ATK;Flat DEF;160;200;
156;Xinyan;Shielder;;Tenacity of the Millelith;;;;;;;;;;;;;;DEF%;;;DEF%;;DEF%;;;DEF%;Flat DEF;;;;;;n/a;n/a;
157;Yae Miko;Electro Sub DPS;;Golden Troupe;;;;;;;;;;;;;;ATK%;;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;100;160;
158;Yae Miko;Aggravate Sub DPS;;Gilded Dreams;;;;;;;;;;;;;;Elemental Mastery;;;Electro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;Elemental Mastery;ATK%;Energy Recharge;;Flat ATK;;100;160;Sets assume you play vape/melt
159;Yanfei;Pyro Main DPS;Recommended Set;Crimson Witch of Flames;;;Gilded Dreams;;;Wanderer's Troupe;;With Furina;Marechaussee Hunter;;;;;ATK%;Elemental Mastery;;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate;CRIT DMG;Elemental Mastery;ATK%;;Flat ATK;;100;120;Crit slightly better than DMG because of her A4 Passive. Aim for 3:5 instead of 1:2 but also dont go out of your way for it.
160;Yanfei;Transformative Reaction DPS;Recommended Set;Gilded Dreams;;Burgeon Only;Flower of Paradise Lost;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;;;;;;100;120;This build focusses on DPS through transformative reactions (i.e. burgeon, burning and overloaded). You want no crit in order to not trigger her A4 passive
161;Yaoyao;Healer/Support;;Deepwood Memories;;;Tenacity of the Millelith;;;;;;;;;;;Energy Recharge;HP%;;HP%;;HP%;Healing Bonus;;Energy Recharge;CRIT Rate (Favonius);HP%;Flat HP;;;;180;230;Deepwood for resistance shred. But if someone else in the party needs it more and the party can benefit from an ATK buff, milelith is a good alternative.
162;Yaoyao;Nilou Bloom Support;;Deepwood Memories;;;;;;;;;;;;;;Elemental Mastery;;;Elemental Mastery;;Elemental Mastery;;;Elemental Mastery;Energy Recharge;CRIT Rate (Favonius);CRIT DMG;;;;180;230;
163;Yelan;Hydro Sub DPS;;Emblem of Severed Fate;;;;;;;;;;;;;;HP%;Energy Recharge;;Hydro DMG Bonus;;CRIT Rate/DMG;;;Energy Recharge;CRIT Rate/DMG;HP%;;;Flat HP;;150;250;
164;Yoimiya;Pyro Main DPS;Recommended Set;Shimenawa's Reminiscence;;With Low Ping;Echoes of an Offering;;;;;;;;;;;ATK%;;;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Energy Recharge;;;Flat ATK;;100;100;Echoes can outperform shimenawa if you have good ping and substats. Use Witch or Gilded if you play Vape
165;Yoimiya;Vape/Melt Main DPS;Recommended Set;Crimson Witch of Flames;;Alternative Set;Gilded Dreams;;With Furina;Marechaussee Hunter;;;;;;;;Elemental Mastery;ATK%;;Pyro DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Elemental Mastery;Energy Recharge;;Flat ATK;;100;100;
166;Yun Jin;Buffer Support;;Husk of Opulent Dreams;;;Husk of Opulent Dreams;Emblem of Severed Fate;;;;;;;;;;DEF%;Energy Recharge;;DEF%;;DEF%;;;Energy Recharge;CRIT Rate (Favonius);DEF%;Flat DEF;;;;180;260;Husk can be used in a 2PC combo with emblem to facilitate ER, even more valid when emblem has great substats
167;Zhongli;Shielder;For Stronger Shields;Tenacity of the Millelith;Vourukasha's Glow;For ATK Buffs;Tenacity of the Millelith;;;;;;;;;;;HP%;;;HP%;;HP%;;;HP%;Flat HP;;;;;;100;110;2PC combination valid, when characters dont benefit from Milelith's ATK buff (def-scalers, neuvillette)
168;Zhongli;Dendro Party Support;For Resistance Shred;Deepwood Memories;;;;;;;;;;;;;;HP%;;;HP%;;HP%;;;HP%;Flat HP;;;;;;100;110;So that no one in your dendro needs to equip Deepwood.
169;Zhongli;Physli – Physical Main DPS;Recommended Set;Pale Flame;;Alternative Set;Pale Flame;Bloodstained Chivalry;Third Choice;Gladiator's Finale;;With Furina;Marechaussee Hunter;;;;;ATK%;;;Physical DMG Bonus;;CRIT Rate/DMG;;;CRIT Rate/DMG;ATK%;Flat ATK;HP%;;;;100;100;Meme build. Play with Crescent Pike. 4pc pale flame is about 6% stronger than 2pc but is more situational because it requires the pillar to be up and hitting the enemy to trigger the bonus.
